comment,author,date,score
At least i quit smoking to buy this game,Pete michael,2021-11-23T12:51:09Z,0.0
Remember thinking this game would be good,Pete michael,2021-11-23T12:48:27Z,0.0
"Hey guys really funny April fools joke in November, but honestly can you guys release the real 2042?",walka da cracka,2021-11-23T12:33:50Z,0.093
Anti-American garbage an I wish I would not have purchased it,wierwulf0,2021-11-23T12:05:20Z,0.0
Why does this game doesn't have a campaign?,Help me Reach 1k with 1 video,2021-11-23T10:50:25Z,0.0
"Brothers gamers, how many more times can you vote with your blood for raw and unfinished guano? All developers feed us directly through one with their crafts without hands and eyes. I decided not to buy games of this kind at all. Even when they finish it. It's just my protest to all developers. You should not profit from your unfinished miscarriage.",Влад Архангилиев,2021-11-23T08:20:02Z,0.065
Battlefield 2077,Thiện Thành Quách,2021-11-23T08:18:27Z,0.722
Funny how most of the soldiers shown in the trailer are normal looking soldiers that I feel like most of us would like to play as instead of the cringe specialists.,Bryce Reynolds,2021-11-23T08:06:31Z,0.0
"This is an amazing trailer, the transitions, the music, the visuals and the sound is amazing, too bad the game seems to be so broken",David The tomato,2021-11-23T08:05:21Z,0.208
Dislike button,Ioo Ioo,2021-11-23T06:31:04Z,0.722
"""Battlefield 2077""",Nemo Lee,2021-11-23T05:45:17Z,0.722
All the tears being wept are non battlefield players with unrealistic expectations for a game,airman1nyc,2021-11-23T05:22:41Z,0.385
I'm glad I trusted my gut feeling and cancelled my pre-order,Snake Plissken,2021-11-23T04:30:14Z,0.12
When is this song gonna drop or is gonna be like Doom Eternal?,Jacob Freeman,2021-11-23T04:00:21Z,0.277
Maybe BFV wasn't so bad...,Zach_the_guy,2021-11-23T03:07:52Z,0.0
I just realized Dozer just knifed McKay even tho they are on the same faction (the uniform both unlocked after reaching tier 2),Minh Hoang Nguyen,2021-11-23T02:26:24Z,0.0
Now we see where the budget for this game went.,Nick B,2021-11-23T01:45:50Z,0.0
Its too bad we can't see dislike count now,yosua cahyadi,2021-11-23T01:33:40Z,0.276
This aged poorly...,Doi Doi,2021-11-23T00:59:46Z,0.0
"the trailer is so smooth, are they using GFX & CPU from 2042 too?",Ch0pperrrr,2021-11-23T00:37:55Z,0.0
"But it’s bad bugs glitches like that on the beta and the alpha





But now… it’s good",b3rryb3uh,2021-11-22T23:54:28Z,0.184
Dislike.,Pwest10,2021-11-22T23:40:19Z,1.0
One can't just trust the game industry these days,android2x,2021-11-22T23:35:01Z,0.252
"I did want this game to be the best of 2021/2022, a shame what happened, in previous games I would say that I hope the next game is better, but apparently EA does not learn from its mistakes.",EDCAVI,2021-11-22T22:27:43Z,0.118
Use me as dislike button,Asukarados,2021-11-22T22:24:32Z,0.394
"Only good part of the game is the trailer

But if you play the game and enjoy it that’s not something i can hate you for",Halla man holen,2021-11-22T20:47:48Z,0.139
Use me as a dislike button kindly :),Yash Singhal,2021-11-22T20:32:43Z,0.188
And people actually got paid to make this piece of garbage?,KAMEK Pictures,2021-11-22T20:31:01Z,0.0
Should have waited a year.,Zade spartan 109,2021-11-22T20:08:55Z,0.0
2:16 4:08 4:38 What happened to this theme :/ This one is way better than the official one,Angelo B,2021-11-22T20:05:10Z,0.113
"Hey, its me from the future. Game is absolutely broken",GHOST REAPER,2021-11-22T19:58:34Z,0.274
i wish the game was as good as the trailer :/,brody_bejarano_,2021-11-22T19:50:40Z,0.15
I’m disliking this after the release and im disappointed.,Mohammed Abdullah XCVIII,2021-11-22T19:39:45Z,0.435
Shame on you. I hope you get broke!,nudnyczlek,2021-11-22T19:31:47Z,0.439
90% of this video doesn’t happen in game,Icey Suhn,2021-11-22T17:46:32Z,0.0
"Amazing, but I liked battlefield bad company 2 better.",Claudine dsouza,2021-11-22T17:36:01Z,0.369
"wait, there is quadbike in the trailer, where is in now in the game???",Stanley Yong,2021-11-22T16:44:35Z,0.0
I really would like to see how many dislikes this one got.,Musketeer 123,2021-11-22T16:44:03Z,0.174
And then the game came out…,Hedgehog,2021-11-22T15:42:08Z,0.0
They really lied,Mars Fish,2021-11-22T15:29:40Z,0.591
it's sad to see how hyped I was when this trailer came out and now look at the state of the game it hurts :(,Xeon,2021-11-22T14:30:44Z,0.293
"I really hopes that game devs nowadays spent more time on making sure their games are perfect before they release. I don't mind how long it takes, just show us what we want.",名字真麻煩,2021-11-22T14:15:22Z,0.0
"excellent job to the marketing team, they always come out with some amazing trailers...
the game itself....oh boy should be Battlefield76+2077",FuryXHD PC,2021-11-22T13:57:20Z,0.0
"When I see this video, and when I see the game actually, im crying",Marlo457,2021-11-22T12:23:47Z,0.193
"Seeing how the game performs so far, maybe they should stick to only making trailers.",András Joó,2021-11-22T11:47:00Z,0.0
Thankfully I couldn't afford to buy it because all these trailers were a lie.,GojiraRising,2021-11-22T11:36:05Z,0.0
buggyfarm 2077 the second hand brother of cyberprank 1877!!,fcgcdhydfvvfu vyujvhvf,2021-11-22T11:13:20Z,0.0
It's absolute hilariosity seeing Battlefield fanbois get scammed by EA and DICE again and again and again lmfao,Addam Robin2,2021-11-22T11:06:53Z,0.118
"This is trailer is almost all nostalgia bait, it wants to remind you how good battlefield used to be and not how bad it is today. 

Battlefield 2042 feels like a copy if a Battlefield game, and a bad one at that.",Cream The Everything Fixer,2021-11-22T11:01:21Z,0.207
Never trust a marketing videos in today's gaming world special one from the likes of EA,Lestat,2021-11-22T10:31:01Z,0.127
The game is literally groundbreaking.,RAYNE,2021-11-22T10:25:16Z,0.0
Death to the Devs,Old man Esteban,2021-11-22T10:15:29Z,0.565
I hear the game is bad,Freedom Fighter,2021-11-22T09:33:19Z,0.412
They probably had 100 professional guys working in this trailer and 2 students on the actual game,Modro Said,2021-11-22T09:26:01Z,0.0
This is why you shouldn't care about cinematic trailers...,d.o.t,2021-11-22T08:08:36Z,0.247
Dummy’s,Lol,2021-11-22T07:13:04Z,0.0
First person takedown,Lol,2021-11-22T07:12:55Z,0.0
First person takedown,Lol,2021-11-22T07:12:45Z,0.0
First person takedown,Lol,2021-11-22T07:12:30Z,0.0
Cyberfield 2072,jason taylor,2021-11-22T06:36:29Z,0.0
Never pre-order.,Chill_Palm,2021-11-22T06:29:47Z,0.0
Hey EA it’s not too late to release THIS game,Icey Suhn,2021-11-22T05:51:50Z,0.0
This game turned out to be a Travis Scott apology for BF5,Icey Suhn,2021-11-22T05:51:01Z,0.0
The fact that this game turned out to be a flop is disappointing. They may has well have stuck it out with BF1. All we asked was for a remastered BF4 with a few tweaks. What a let down. Safe to say the communities voice doesn’t matter anymore.,Icey Suhn,2021-11-22T05:44:21Z,0.136
"""love letter to fans"" KEKW",Victor,2021-11-22T04:32:58Z,0.0
Look I know I can just go play the game but this trailer is so well done I can't stop watching it.,WreaklessFiend,2021-11-22T04:07:54Z,0.0
bro this trailer is only second to the battlefield 1 trailer,SIKE,2021-11-22T03:55:41Z,0.206
this is proof that we shouldn’t always trust good game trailers.,aly,2021-11-22T03:37:56Z,0.0
This is straight up *False Advertisement* and you can't change my mind,TURURURURURU MOSHI MOSHI,2021-11-22T03:16:23Z,0.0
"bye bye BF.       
Hell let loose is the game to play.",JL TB,2021-11-22T03:07:58Z,0.399
And did DICE pay StunGravy for the rendezook?,SwordsmanRyan,2021-11-22T02:54:24Z,0.167
"Who cares, This game is disgusting and GROSS, Just like you EA!",DavidHe346,2021-11-22T02:53:20Z,0.358
Didn't know Andy Stumpf could survive a tornado.,Shylock,2021-11-22T02:49:01Z,0.0
"I love this game, play it a lot, so I don't understand all the hate for it",Seth Winters,2021-11-22T02:48:15Z,0.152
Trailer looks good but I had no faith in the game and sadly I was right to not believe in it. Hope the game is fixed for all the people who were hyped for this.,Rex Celsior,2021-11-22T01:38:47Z,0.154
Battlefield 2002 - 2017 the golden years of battlefield.,Warrior Gaming,2021-11-22T01:33:01Z,0.426
It's an accomplishment to make the best trailer for the worst Battlefield!,eZen,2021-11-22T01:31:57Z,0.346
Yup this aged poorly,Mike Luzawski,2021-11-22T01:19:13Z,0.0
"Sure their trailer team doesn’t like the art style of specialists, trailer only shows the normal soldiers",Jamie Jie,2021-11-22T01:07:26Z,0.0
Well this aged poorly,Mark Lund,2021-11-22T00:29:36Z,0.0
Came here to remove my like and report for being misleading.,Faady der Bali,2021-11-22T00:15:01Z,0.19
this game is bad and the people who made it do feel bad. We can tell. You clearly didn't give a fly f about doing a good job and it shows.,Monsteroflopogis,2021-11-22T00:10:47Z,0.177
Lies,bullethead1953,2021-11-22T00:04:36Z,1.0
What are people talking about? it is a beautiful freaking game!! got my copy today and I LOVE IT!!!!!!,R0y Deme0,2021-11-21T23:46:30Z,0.097
Battlefield 2077,SageGrouse,2021-11-21T23:31:34Z,0.722
From the future: Absolutely horrible execution by the devs. I cannot understand how they say they can/will make something and then fall so short without losing their jobs. The game is nearly unplayable. Your team has spit in the faces of the loyal fans who made you successful. The sale of this game can only be equated to theft. Shame on your leadership,Tom,2021-11-21T23:29:16Z,0.093
"Dice is a clown 

Battlefield 2042 is buggy AND NOW?? BATTLEFRONT 3 IS NOW CANCELLED??!",Tartaglia Iruma,2021-11-21T23:10:08Z,0.442
Looks like they spent all their money making this trailer instead of ironing out the bugs...,Hoang Vo,2021-11-21T22:59:25Z,0.0
Such a banger trailer for such a disappointing game...,Nilla,2021-11-21T22:47:12Z,0.286
"Try to fix bugs first... its horrible. Paid 60euros to have; player stuck in a game, cannot respawn, lags and more.",Christian Bonanno,2021-11-21T22:03:58Z,0.215
It sucks this game became battlefield 2077,ReviewNerd,2021-11-21T21:54:59Z,0.505
Is the graphics actually this good cuz one of my friends was saying this game sucks I still want to buy it but I don't know how good it is,Jeffrey Hooper,2021-11-21T21:45:03Z,0.138
"Ive been enjoying Battlefield 2042 and i agree theres lots of bugs on it
But Portal they absolutely killed it with the mode been having lots of fun with it
Hope they fix this game because it does have lots of potential",StealthyPlayz,2021-11-21T21:42:51Z,0.15
Yo what if they made a game that was based on the trailer?,SamPerc,2021-11-21T21:21:29Z,0.0
game crash for no reason.,Suomi80 Finnish,2021-11-21T21:17:15Z,0.62
It looked so cool :(,Ryan,2021-11-21T20:58:22Z,0.347
Anyone that watches this and dose not want to buy your game must just be plain dumb,CasualArrow97,2021-11-21T20:37:00Z,0.232
Man the visuals are incredible. Really love the weather effecfs on this game 👌,Max Justh,2021-11-21T20:29:30Z,0.0
I can’t believe how bad this game has turned out I can’t play without getting mad. Not one moment in this game have I had fun. FIX THIS GAME,PLATOON3008,2021-11-21T19:49:16Z,0.095
"this is scam.
Cyberpunk2077 of this year.",이현태,2021-11-21T19:48:57Z,0.381
rip bf,thiago thiago,2021-11-21T19:47:19Z,0.0
Coming back to this after launch makes me depressed,Malbasic1,2021-11-21T19:43:36Z,0.292
THE MOST DISAPPOINTED GAME EVER! EA STOLED OUR MONEY!!!,HT VLOGS,2021-11-21T19:36:07Z,0.363
it’s honestly impressive how much we were lied to in all of the trailers and the lengths they went to make it not seem that we were going to be playing a corny hero shooter,Fridgemasters,2021-11-21T19:16:47Z,0.059
Terrible gameplay and foggy environment. 👎,My Account,2021-11-21T18:13:34Z,0.341
;-;,Suryansh ,2021-11-21T17:35:57Z,0.0
"Plz, bring back bf3 and we forgive bf2042",Areeb Areeb,2021-11-21T17:33:46Z,0.0
They showed us what we wanted..... But they gave us what they wanted,The_Storm_Ryder,2021-11-21T17:30:40Z,0.0
Lol I'd love to see the sorry crying faces of battlefield fanboys now xd,retardo,2021-11-21T16:44:17Z,0.271
2:05 Yeah all those people would be dead when that rocket launched. The vibrations would have literally beat them to a pulp.,Danny Hampton,2021-11-21T16:00:12Z,0.159
"As someone said:
""BF:2041 is great... 


When it works.""",Actually can't do anything,2021-11-21T15:26:52Z,0.0
This comment section aged like fine milk.,Hong Kong,2021-11-21T14:54:49Z,0.0
"Lies.
Just lies.",CrIiiIsis,2021-11-21T14:52:39Z,0.848
I’m glad Wesite is being upfront about the current state of Jack,KaszpR,2021-11-21T12:20:45Z,0.0
rip,The Kingsta,2021-11-21T12:15:37Z,0.0
"BFV was better, what a disgrace",Soap,2021-11-21T11:43:23Z,0.317
What..... happened...,Nobod-E,2021-11-21T11:40:09Z,0.0
lol.,Den stora Frågetecknet fetischälskare,2021-11-21T11:23:54Z,0.0
"Battlefield 2042 following the same step as CyberPunk 2077, too much hype but the game ended up being trash, even BF 2042 barely scores 3.0 in metacritic which is very laughable. I never understand with people who overhype this trash, even as BF fans i already know this game will become truly garbage after seeing the direction of this game. The way Dice makes trailer ""only in battlefield moments"" is just deceiving, they try anything to makes the game overhype but actually they didn't show what the game actually is. 

Sadly many people are so dumb to fall into this trap, i keep reminding them that BF 2042 will become Cyberpunk 2077 they never listen to me and instead backslash me, now see what happens, where are those many people who attacking my opinion now? they all gone, they feel ashamed after attacking my opinion about this CashgrabField 2042.",RunningInThe90s,2021-11-21T11:16:21Z,0.189
"I feel like the only person who even enjoys the game. Even in it's buggy state, it's still fun as hell.",Poopenfarten,2021-11-21T10:53:19Z,0.15
Turns out the trailer is better than the game itself at least from what I played in the beta and the reviews of the launch,Patrick litterally it,2021-11-21T09:18:04Z,0.0
"Dice: I was acting!


or was I?",Operator Seibah,2021-11-21T08:50:45Z,0.0
This trailer is so deceitful in hindsight. In no clear way does it show that the game pivoted to essentially a hero shooter.,Raptor086,2021-11-21T08:15:12Z,0.201
Watching this at the time of release made me think we could customise our own soldiers. Shame that wasn't the case.,0121D0ONE,2021-11-21T07:53:26Z,0.134
"I came from the future of November 19, 2021. Don’t buy it, the game is broken.",Sholeh,2021-11-21T07:16:53Z,0.171
I want my money back. 12 minutes of playing it and it sucks,junior1497,2021-11-21T06:12:09Z,0.16
LIES.,Blader Koyotte,2021-11-21T04:50:32Z,1.0
"Game may be trash, but at least trailer is dope so let's seek comfort in that.",Yaroslav Demidov,2021-11-21T03:43:47Z,0.0
Why was there suddenly a tornado,Aidan,2021-11-21T03:27:02Z,0.0
Nothing in this trailer led me to believe I would have to play as an operator.,MATTHEW MITCHELL,2021-11-21T02:15:20Z,0.0
They honestly should revive the Medal of Honor series…make it a huge comeback.,m Pineda,2021-11-21T02:09:42Z,0.0
people gave this game 2.8 cause their pc was to trash to run it? sad,Shantysixix,2021-11-21T02:05:03Z,0.181
im so dissapointed. i was so hyped back in june about the new battlefield but its just a cashgrab corporate hero shooter,Niko Kolehmainen,2021-11-21T01:52:07Z,0.067
Scam,huan_4life,2021-11-21T01:45:22Z,1.0
"""its a beta, dont worry""",Bubba,2021-11-21T01:43:43Z,0.0
they had us in the first half not gonna lie,jiar300,2021-11-21T01:05:56Z,0.0
this game brought the battlefield moments back,Bleik,2021-11-21T00:52:39Z,0.302
It's like watching your parents wedding video after they divorced,Tee Ky,2021-11-20T23:55:16Z,0.0
I buy the game today and return today is nothing they show in the trailer Garbage game,REVENGE OF THE SITH,2021-11-20T22:33:37Z,0.0
This aged like milk,COAAM,2021-11-20T22:21:36Z,0.0
now im here to leave a dislike,lepeng6767,2021-11-20T22:10:22Z,0.432
why,M H C M,2021-11-20T21:48:07Z,0.0
Battlefield 2142 remaster when?,Jasper,2021-11-20T20:43:12Z,0.464
Fans don’t know what they want,Return to Monke,2021-11-20T20:30:53Z,0.0
M5 Bolte is a beast.,Prince Nicholas Herrman,2021-11-20T20:29:38Z,0.0
"This is so sad. Top 10 worst things about this game rn

1. Specialists not being locked into classes and looking the same for both teams.
2. Weapon bloom and balance issues (which lowers the skill ceiling, and makes it more random which is lame)
3. No scoreboard & stats page, all chat, no voice chat
4. Who ever designed this UI should be fired
5. The map design is horrible
6. Cringy voice-lines at the end of round screen
7. Squads are locked to only 4 people
8. Only 2 gamemodes, 22 weapons, and 7 maps is a joke
9. No server browser and after a match everyone gets kicked out of the server
10. Hazard zone should be dead already",Christopher Simonsen,2021-11-20T20:11:33Z,0.24
"0:31 3:30 4:08 If only the game actually had the dark and gritty art style and feel that it had in the trailers. The full game is a far cry from what we saw here. It sucks man, I thought we were getting modern day 2021 BF4 part 2 :/",Angelo B,2021-11-20T19:21:04Z,0.145
this aged well,John Lagou,2021-11-20T18:59:06Z,0.0
Good lord was this overyhyped.,Mr. Gas Mask,2021-11-20T18:45:03Z,0.0
"Dont waste Money on this Game Guys,  this Game is full with Bugs",Narsu Lasu,2021-11-20T18:11:39Z,0.0
"After launch of 2042 and removal of dislike button, use this comment to display your dismay",Yes,2021-11-20T17:24:01Z,0.278
The game sucks. The CEOs need to give back to their disappointed fan base or they can say goodbye to their fan base and battlefield,Nathan Dames,2021-11-20T15:58:21Z,0.25
Who is here after they absolutely ruined destroyed their chances at making a good Battlefield game?,Bamboozler,2021-11-20T14:58:41Z,0.376
"it's not what it seems ea games are deceiving us all
don't buy",Hasan Karahan,2021-11-20T13:41:18Z,0.167
Worst Battlefield ever. I dont trust DICE ever again. Im out. You guys just killed Battlefield!,PsYtOx,2021-11-20T12:56:41Z,0.604
Everything will be real after quite sometime from now,isumitd,2021-11-20T12:37:01Z,0.0
Yeah they lied to us,BraunerMaroc,2021-11-20T12:29:29Z,0.333
Talking to EA.  Are you guys going to bring back one of the old school maps?  It still feels like 64 player on conquest even though the server says 128.,Prince Nicholas Herrman,2021-11-20T12:19:32Z,0.0
Yeah they lied to us,Naughtius Maximus,2021-11-20T11:23:16Z,0.333
"Kickstart my heart always plays in my mind when I’m playing the game, especially when I call in a tank",sNaKeKiLla54,2021-11-20T10:44:57Z,0.0
If you dislike this game> Give this comment a thumbs up so we can see the new ratio!,murpsvid,2021-11-20T09:28:47Z,0.145
oh boy,OzKo,2021-11-20T09:21:15Z,0.0
The moment of silence for all battlefield fans switching to halo and vanguard,Tartaglia Iruma,2021-11-20T08:49:48Z,0.178
Good thing is I already had a dislike on this trailer because I hate modern setting,VK Modding,2021-11-20T08:48:25Z,0.284
"So, this was a lie",VK Modding,2021-11-20T08:45:51Z,0.0
"This games a joke, save your money, don't bother buying",CrazyFella,2021-11-20T08:14:12Z,0.0
For android? how to download??,sumit,2021-11-20T07:42:51Z,0.0
I assume that vanguard is better than battlefield 20-42 fps period.,Hm Hm,2021-11-20T07:28:25Z,0.179
They spent all their budget to make this trailer.,Cheeseman,2021-11-20T06:24:23Z,0.0
It’s crazy how fast public opinion changed on this game. If you said 5 months ago vanguard was going to be better than this everyone would have laughed.,Steven-34,2021-11-20T05:58:55Z,0.072
Hopefully Battlefield 7 can just return to generic solders instead of Warzone Operators,Freesmart,2021-11-20T05:09:37Z,0.16
Expectations vs reality lol,Sly Commander,2021-11-20T04:56:03Z,0.0
Battlefield 4 is still the best,elock1277,2021-11-20T04:35:44Z,0.241
Remember what they took from you...,Tyler,2021-11-20T04:33:05Z,0.0
If only we had known the disappointment coming straight for us when watching this trailer 5 months ago. :(,Sean_mcclanahan,2021-11-20T04:31:07Z,0.257
L,Calidum Cinis,2021-11-20T04:13:10Z,0.0
Battlefield 2042 -> Battlefield 20-42 fps,Adrián Jesús Heredia Rodríguez,2021-11-20T03:58:20Z,0.565
I'm very disappointed :(,Adrián Jesús Heredia Rodríguez,2021-11-20T03:56:40Z,0.767
5 months later: It's now on Steam's all time worst reviewed games list. This is why we don't preorder. Never believe the hype.,Damon Czanik,2021-11-20T03:53:34Z,0.157
The meme🤣,Hazy,2021-11-20T03:43:01Z,0.0
Here after the game flopped.,E Z,2021-11-20T03:40:55Z,0.0
L,The Distortion,2021-11-20T03:32:19Z,0.0
"Horrible graphics, no leaderboard, limited weapons, overly large maps. I could go on. Played for an hour then went back to BF 1. Don’t waste your money on this.",Jonathan Griffith,2021-11-20T03:11:05Z,0.296
Lmao and you all clowned on Vanguard 🤣,T3Gaming,2021-11-20T02:25:21Z,0.0
"Please Dislike 
Give me thumb up",ELEMENTYELITE,2021-11-20T02:18:27Z,0.292
Yeah.......we been bamboozled,Bert439,2021-11-20T02:17:09Z,0.556
this trailer does NOT represent the game that DICE launched…,Walter White,2021-11-20T02:14:44Z,0.0
Perhaps i treated vanguard too harshly sorry shg...,Tartaglia Iruma,2021-11-20T01:56:17Z,0.157
I think DICE should have given next gen upgrades to Battlefront 2 for the PS5 and Series X/S instead of pushing this abysmal specialist system that doesn't fit into Battlefield. The only game mode I enjoy is Portal when playing the game.,PenelopeIchiHime,2021-11-20T01:41:42Z,0.089
Use this button as dislike.,netindev,2021-11-20T01:34:33Z,0.394
"Honestly played the game and feels undeveloped the maps are very open and there’s nothing in them to fill the world very empty. And the gunplay is terrible idk not a fun thing to do distance fights, with tons of kick, and more hit markers than other games. All around not a good feel",Ian Jamison,2021-11-20T00:59:06Z,0.219
"You failed us DICE 2 times in a row, I'm so sad and depressed",Ahmed Al-kashef,2021-11-20T00:51:54Z,0.497
It's a shame the tornado in-game is actually harmless,Bluecomet0,2021-11-20T00:43:32Z,0.256
The trailer is so dumb actually.,Hans Christian De La Cruz,2021-11-20T00:37:44Z,0.459
"Battlefield 2042 X
Battle 20~50fps field ✓",顾城,2021-11-20T00:35:19Z,0.51
"Can we have the SCOREBOARD back? 
Why did you take it off?
I liked the SCOREBOARD!",Fabrizio,2021-11-20T00:35:08Z,0.0
Battlefield 20-42 fps,Similak Child,2021-11-19T23:33:22Z,0.565
"So, my whole life was a lie",M17 Gaming,2021-11-19T23:09:33Z,0.0
Probably spent more time on the trailler than they did the game,AuXTech,2021-11-19T22:15:48Z,0.0
What a time to be a loser,leespiderpod,2021-11-19T21:32:48Z,0.362
It was supposed to be an amazing game... So sad to see what’s happened.,SpiderBite90x,2021-11-19T21:21:04Z,0.177
"The trailer is so good, but its clearly not the game we received.",Halundaar,2021-11-19T20:36:46Z,0.0
Low budget alert,Gediminas,2021-11-19T20:34:59Z,0.396
Did you guys even play your game before you released it or what??,Evil Rooster,2021-11-19T20:31:57Z,0.0
Battlefield 1 still holds the crown 👑,🃏The3rdEstate🃏,2021-11-19T20:14:56Z,0.302
Refunded right when it finished installing because it was that depressing.,Yehrhawga,2021-11-19T19:51:56Z,0.206
How is it the bot infantry look so much cooler than the hero-I mean.... the operator-I mean.... overwatch char-,blaster824,2021-11-19T19:39:50Z,0.0
Amazing trailer for game that underdelivered on all fronts,Oyanum,2021-11-19T19:17:29Z,0.0
Vanguard is better,Prinzessin Leia im hurensohnkostüm,2021-11-19T18:46:27Z,0.0
I came here to see the dislikes cause of its horrible launch,John Hesburg,2021-11-19T18:42:33Z,0.383
"Well well well,  THAT was FUN.",gorillazfan3,2021-11-19T18:30:46Z,0.0
Never thought that I’d prefer bfv but they managed to surprise me again,Brig Bain,2021-11-19T18:23:31Z,0.0
"After playing the game I can only see this as false advertising lmao, the destruction shown, the takedown where he grabs the dogtag, the missing AA launchers where instead the guy drives the quad into the ""nightbird"" the guys climbing up the containers that are almost double their height - the only thing that seems to be real are the flares not working in the beginning!

Please turn this game into the game we all thought we would get...",magenbroti,2021-11-19T18:22:27Z,0.067
I AM SAD,Troy,2021-11-19T17:51:00Z,0.608
"Hello Me from the past. This is You from the future. Don't buy this game. It is buggy, blank and operators were not a good idea at all.",Benoit Lafarge,2021-11-19T17:37:42Z,0.082
When will this game coming out smh 😔,brother J,2021-11-19T17:29:06Z,0.217
LMAO the game is broken,FLVCKO93,2021-11-19T17:08:16Z,0.289
is youtube know this will happen so they removed the dislike button?,xvm conlex_,2021-11-19T16:49:16Z,0.191
This aged like milk lol,Stellasin,2021-11-19T16:37:36Z,0.0
They killed Battlefront 2 and Battlefield 5 for this mess,ToxicLemon4de,2021-11-19T16:17:39Z,0.67
Good job with the bait and switch Dice,Bad Player,2021-11-19T16:00:36Z,0.0
The gameplay is literally unplayable. It doesn’t feel like „War“,Henrik Demir,2021-11-19T15:47:58Z,0.0
"I just got it, and I've watched this 100x  , still makes me smile and cry",Its Oskar,2021-11-19T15:17:57Z,0.158
Battlefield 20-42 fps,Nova,2021-11-19T15:12:16Z,0.565
Just release a graphically updated BF1. We’d all be happier.,Jonathan Navarro,2021-11-19T14:22:13Z,0.0
Promotion to the guys that made the trailer. How do you make a game so bland look so good. Talent,Mark,2021-11-19T13:38:06Z,0.0
"Well, you've missed... We played to the game... You lied a lot with this trailer who look like the battlefield we wanted, and in give us a game who didn't seem to be a battlefield. 

With a little hope, maybe you can patch the errors you've done.
-Delete agents, and replace with classes.
-Maps with ""levolution"" better than now, and mostly more full, and more destructible.
-More weapons.
-Optimisation.
And a lot of other things...

This your choice to do it or not dice, but if you don't do it. I think this battlefield going to be the last. 

Market mens are your demons, fight them, triumph and come back in the blindly light where you come the first time, and retrieve you'r past glory.",Corbac Fou,2021-11-19T13:35:13Z,0.137
Who's here after the horrible launch of this game? Dear lord help us. Can the franchise please be given to another studio?,UniQue,2021-11-19T13:17:02Z,0.119
Congratulations EA or Dice or guy that put specialist in the game you completely turned this battlefield in to battlefront.,Wichapon Pasomkit,2021-11-19T13:05:20Z,0.209
0:28 The guy on the left remembers me of myself before I took an important exam on high school. Don’t worry everything will be ok (see the exam) Am dead.,Fernando Almonte,2021-11-19T13:02:04Z,0.194
FAKE VIDEO,quicksand,2021-11-19T12:26:38Z,0.756
Anybody else came here to give dislike after the horrible launch?,Mehawimes,2021-11-19T12:10:21Z,0.404
Aaaaand they messed it up. Who would've thought..,Nitos Wrath,2021-11-19T10:37:32Z,0.255
Give us a map editor and mod tools!,Knaakland,2021-11-19T10:34:13Z,0.0
suddenly vanguard doesnt seem too terrible....,Salvador Madrigal,2021-11-19T10:04:23Z,0.0
"This game made me love vanguard for no reason

Good job dice...",Tartaglia Iruma,2021-11-19T09:36:48Z,0.259
How is it possible you made this trailer and then put out this embarrassment of a game?,Hijinks,2021-11-19T08:57:49Z,0.174
"Hot, will buy it.",Դանիել Բալայան,2021-11-19T06:30:43Z,0.0
So this trailer was a lie lol,Matt Cornwallace,2021-11-19T03:02:08Z,0.0
"I remember live streaming this trailer going live it self (including portal) and how beyond hyped I was. After playing the full launch version for the past 3 days i can safely say DON'T BUY THIS GAME.
Watching all these trailers and following tweets from bf official and really enjoying the open beta and making videos on bf 2042 for the past 6 months was allot of fun, However after the massive let down after spending £100 on the ultimate edition and 6 months of hype and VIDEO MAKING!!! IMO wasted now, it's just depressing for me. Save your money and go out and treat your self instead. You'll be allot happier than me.",HIGHROLLER,2021-11-19T02:09:47Z,0.044
If only the game looked and played like this,james long,2021-11-19T01:09:26Z,0.0
I wish the actual game was like this,Taran Singh,2021-11-18T23:28:18Z,0.0
Where is the dislike button to that trash? LOL,glemial,2021-11-18T22:30:27Z,0.198
So... that was a lie!,Sam Bondar,2021-11-18T20:49:20Z,0.0
meh,JACKTUMBO universal,2021-11-18T20:24:44Z,1.0
Can’t believe you guys stopped production on battlefront 2 for this.,Dover FD Responses,2021-11-18T20:08:34Z,0.313
"Sorry , Battlefield 4 ever",Tony Hong,2021-11-18T18:18:25Z,0.565
Dislikes incoming!!,Hyper Spaghetti,2021-11-18T18:08:00Z,0.767
"3 years from now:

""Man 2042 is such a good game""

The Battlefield cycle is complete nonsense. BFV is literally being called a good game now lmao.",TheStrikeofGod,2021-11-18T17:19:54Z,0.143
Gender ideology in BF? No more DICE Games! Never Again.,R.S.2000,2021-11-18T16:06:13Z,0.217
😂 dead on arrival. EA devs need to go flip burgers. You’d be better at that. Maybe.,Clint Estep,2021-11-18T16:03:58Z,0.207
Im honestly excited to switch over to blockchain video games. Ill be so glad i dont have to play this garbage anymore.,Geoffrey schermerhorn,2021-11-18T16:00:28Z,0.158
The scene from stun_gravy’s trickshot is sick,the_real,2021-11-18T15:17:36Z,0.355
I knew it from the start that the game wasn't gonna look like this but I also did not expect it to be that bad. So dissapointed.,Swifty,2021-11-18T15:16:00Z,0.201
:(,Hello,2021-11-18T15:04:44Z,1.0
"In the US 14HRs and 41Min.. 

You ready for War Fellas? 




Of Course You Are, See You On The Battlefield",Tony Toni,2021-11-18T14:18:11Z,0.25
